"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","np2","muni10","sgl1","honmun37","honmun38","honmun39","honmun40","honmun41","honmun42","cp5","cp6","cp7","cp8","cp13","cp20","honcp22","honcp21a","it1","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","arm2","vic41","vic43","ico2","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b10a","b11","b43","b12","b13","b18","b20","b20a","b21","b21a","b32","b37","b47a","b14","b15","b19","b46","honb51","mil1","b3milx","pr3e","honqt1","honqt2","honqt3","honqt4","honqt5","honqt6","honqt7","honqt8","honqt9","honqt10","honqt11","honqt12","m1","m2","honm3","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","mil7","pn4","w14a","e5","e15","e16","d1","d2","d3","d4","d5","d6","honjc17","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar7","vic44","fear6f","vb1","vb2","vb10","pol1","vb20","for5","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","inf3a","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4"
"1:28",4,1171,41305,413,401305,121,2,5,1,1,406,NA,NA,34,1,1,1,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,3,2,4,4,4,NA,NA,NA,1,10,2,1,2,2,2,NA,2,NA,0,0,NA,2,NA,NA,4,3,3,3,3,6,6,6,6,7,6,6,6,6,7,6,6,5,6,NA,5,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,4,4,7,3,4,NA,2,NA,4,4,4,6,5,5,5,5,2,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,3,NA,NA,NA,NA,NA,6,NA,2,1,5,1,4,1,1,3,2,NA,NA,NA,3,1,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,3,1,4,4,NA,1,2010,NA,NA,NA
"1:29",4,1242,41707,417,401707,129,1,4,1,1,406,NA,NA,27,2,3,19,3,3,2,2,NA,5,NA,NA,NA,NA,NA,NA,3,2,2,4,4,3,NA,NA,3,10,2,2,2,2,2,NA,2,NA,0,0,NA,1,NA,NA,4,3,2,5,3,4,6,6,6,4,7,4,6,5,5,4,6,4,4,NA,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,6,5,7,4,3,NA,2,NA,5,3,1,8,5,1,7,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,2,NA,NA,NA,NA,NA,3,NA,3,1,1,5,NA,2,2,3,3,NA,NA,NA,2,1,5,2,1,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,3,2,4,4,NA,2,2010,NA,NA,NA
"1:30",4,146,40101,401,400101,16,1,1,1,1,401,NA,NA,19,2,2,1,3,3,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,3,4,4,2,4,NA,NA,2,5,2,1,1,2,2,NA,1,NA,1,0,NA,2,NA,NA,2,3,5,6,6,6,5,5,6,7,6,6,4,7,4,5,6,4,4,NA,5,6,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,5,7,5,4,5,NA,2,NA,5,1,5,7,6,6,6,5,10,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,3,2,NA,NA,NA,NA,NA,12,NA,4,2,1,3,NA,1,NA,3,3,NA,NA,NA,0,2,2,2,1,1,1,1,0,1,0,1,1,1,0,1,0,NA,NA,3,2,3,4,NA,2,2010,NA,NA,NA
"1:31",4,761,40603,406,400603,82,2,5,1,1,404,NA,NA,40,2,1,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,4,4,NA,NA,1,NA,2,2,2,2,2,NA,2,NA,0,0,NA,1,NA,NA,4,NA,NA,NA,2,5,4,4,4,7,6,3,4,7,5,2,2,3,5,NA,4,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,7,7,NA,4,4,NA,NA,NA,NA,1,1,NA,5,4,5,1,1,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,4,2,NA,NA,NA,NA,NA,0,NA,2,1,1,5,NA,2,2,3,3,NA,NA,NA,2,4,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,10,1,4,4,NA,2,2010,NA,NA,NA
"1:32",4,1043,41002,410,401002,110,2,5,1,1,406,NA,NA,49,2,3,18,3,2,2,2,NA,4,2,NA,NA,NA,NA,NA,4,1,3,4,4,4,NA,NA,1,7,NA,2,2,2,2,NA,2,NA,0,0,NA,1,NA,NA,3,2,6,5,6,6,6,6,6,5,4,4,5,5,4,4,5,5,5,NA,5,4,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,5,5,5,4,4,NA,2,NA,6,4,5,6,7,7,6,7,7,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,2,2,NA,NA,NA,NA,NA,0,NA,1,2,5,5,NA,2,2,3,3,NA,NA,NA,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,5,1,4,4,NA,2,2010,NA,NA,NA
"1:33",4,230,40101,401,400101,26,1,1,1,1,401,NA,NA,43,2,2,59,3,2,2,2,NA,3,1,NA,NA,1,NA,1,4,2,2,4,4,3,NA,NA,2,10,2,2,2,2,1,1,2,NA,1,0,NA,2,NA,NA,4,2,4,5,4,5,5,3,4,7,3,5,3,7,4,4,4,3,4,NA,6,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,7,4,7,5,7,NA,2,NA,10,1,6,10,10,5,6,1,1,1,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,3,NA,NA,NA,NA,NA,18,NA,2,1,1,1,4,2,2,1,2,NA,NA,NA,2,1,2,2,1,1,1,2,1,1,0,1,1,1,0,1,1,NA,NA,2,1,4,4,NA,2,2010,NA,NA,NA
"1:34",4,69,40105,401,400105,6,2,5,1,1,401,NA,NA,26,2,1,5,3,2,2,2,NA,4,2,NA,NA,NA,NA,NA,4,1,1,4,4,3,NA,NA,3,4,2,1,1,1,2,NA,2,NA,1,1,NA,3,NA,NA,4,2,5,6,6,2,5,6,5,7,7,4,5,4,7,1,1,1,5,NA,4,4,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,7,7,2,1,2,NA,3,NA,10,1,10,1,1,1,4,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,2,1,4,NA,NA,NA,NA,NA,6,NA,1,1,5,5,NA,2,1,2,3,NA,NA,NA,3,2,5,2,1,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,6,1,4,4,NA,2,2010,NA,NA,NA
"1:35",4,268,40107,401,400107,31,1,4,1,1,401,NA,NA,26,1,3,13,2,3,1,1,0,3,1,1,1,2,2,1,4,4,4,4,3,NA,NA,NA,3,8,1,1,1,2,2,NA,2,NA,0,0,NA,3,NA,NA,2,4,4,6,5,4,6,3,6,7,7,5,4,6,6,5,6,5,4,NA,6,6,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,4,5,5,3,6,NA,3,NA,8,3,2,5,7,4,4,2,2,2,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,1,2,NA,NA,NA,NA,NA,12,NA,2,1,5,3,NA,2,2,3,3,NA,NA,NA,1,2,3,1,1,0,1,0,0,0,1,1,0,0,0,1,0,NA,NA,5,2,4,4,NA,1,2010,NA,NA,NA
"1:36",4,1316,41901,419,401901,136,2,5,1,1,407,NA,NA,24,2,3,1,2,3,2,2,NA,2,2,NA,NA,NA,NA,NA,2,1,1,1,4,4,NA,NA,3,10,2,1,1,1,2,NA,2,NA,0,0,NA,1,NA,NA,3,2,7,6,7,5,6,7,5,5,7,7,7,7,4,4,5,4,5,NA,7,7,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,7,4,7,7,7,NA,2,NA,10,7,9,8,7,6,9,5,9,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,2,3,4,NA,NA,NA,NA,NA,6,NA,1,1,1,5,NA,2,2,2,2,NA,NA,NA,2,2,5,1,1,1,1,0,0,1,0,1,0,0,0,1,0,NA,NA,4,1,4,4,NA,2,2010,NA,NA,NA
"1:37",4,911,40604,406,400604,97,1,4,1,1,404,NA,NA,46,1,1,1,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,3,3,2,2,1,1,2,NA,2,NA,0,0,NA,1,NA,NA,3,2,6,5,6,7,5,6,5,5,4,6,7,7,5,4,4,5,5,NA,6,6,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,5,3,6,3,5,NA,2,NA,4,NA,3,4,6,6,4,3,5,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,1,3,NA,NA,NA,NA,NA,6,NA,2,1,1,1,2,2,2,2,2,NA,NA,NA,2,2,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,NA,NA,6,1,4,4,NA,1,2010,NA,NA,NA
"1:38",4,1168,41305,413,401305,121,2,5,1,1,406,NA,NA,18,2,1,2,3,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,4,4,4,4,4,4,NA,NA,3,5,2,2,2,2,2,NA,2,NA,0,0,NA,3,NA,NA,4,3,6,7,5,5,6,5,4,5,4,5,5,6,5,3,6,6,5,NA,4,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,5,5,6,6,5,NA,2,NA,9,7,5,7,9,8,7,6,7,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,1,4,2,NA,NA,NA,NA,NA,6,NA,4,2,4,5,NA,2,2,3,3,NA,NA,NA,0,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,3,1,3,4,NA,2,2010,NA,NA,NA
"1:39",4,1319,41901,419,401901,136,2,5,1,1,407,NA,NA,26,1,1,3,2,2,2,2,NA,3,1,1,NA,2,1,2,3,2,4,4,4,NA,NA,NA,2,4,2,1,1,2,2,NA,2,NA,0,0,NA,3,NA,NA,4,3,3,3,3,4,5,5,5,7,6,5,4,7,5,5,4,5,5,NA,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,7,7,7,1,3,NA,2,NA,5,1,1,1,4,6,1,10,10,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,4,NA,NA,NA,NA,NA,9,NA,3,1,1,1,4,2,2,2,2,NA,NA,NA,1,2,5,2,1,0,1,0,0,0,0,1,1,0,0,1,0,NA,NA,4,1,4,4,NA,1,2010,NA,NA,NA
"1:40",4,189,40101,401,400101,21,1,1,1,1,401,NA,NA,32,2,1,57,1,2,2,2,NA,3,1,2,2,2,2,2,4,1,4,3,4,4,NA,NA,2,7,2,1,2,2,2,NA,1,NA,0,1,NA,4,NA,NA,1,4,3,5,2,1,4,4,6,7,4,4,1,7,4,2,3,7,6,NA,5,5,7,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,5,7,7,2,4,NA,2,NA,9,4,1,7,4,3,4,4,1,1,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,NA,2,3,3,NA,NA,NA,NA,NA,9,NA,1,1,1,5,NA,2,2,3,3,NA,NA,NA,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,6,2,5,4,NA,2,2010,NA,NA,NA
"1:41",4,1468,42101,421,402101,151,2,5,1,1,409,NA,NA,28,2,2,1,3,3,2,2,NA,4,2,NA,NA,NA,NA,NA,4,4,4,4,4,4,NA,NA,2,9,NA,2,2,2,2,NA,1,NA,0,0,NA,1,NA,NA,4,2,4,6,3,5,5,5,4,7,7,6,6,3,3,4,6,5,3,NA,6,6,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,6,6,6,5,4,NA,2,NA,6,3,2,7,6,6,5,6,3,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,2,NA,NA,NA,NA,NA,6,NA,5,3,4,5,NA,2,2,3,3,NA,NA,NA,2,2,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,4,1,3,4,NA,2,2010,NA,NA,NA
"1:42",4,1120,41202,412,401202,117,2,5,1,1,406,NA,NA,20,2,1,57,2,2,2,2,NA,2,1,1,2,1,2,2,4,4,4,4,4,4,NA,NA,2,8,2,2,2,2,2,NA,2,NA,0,0,NA,1,NA,NA,2,2,6,5,6,5,7,5,4,7,5,6,5,4,5,4,6,6,4,NA,5,6,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,6,5,6,6,5,NA,2,NA,6,5,7,6,7,6,7,5,6,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,4,NA,NA,NA,NA,NA,NA,6,NA,3,2,4,4,NA,2,2,2,2,NA,NA,NA,0,1,4,2,1,1,1,1,0,1,0,1,1,0,0,1,0,NA,NA,3,1,3,4,NA,2,2010,NA,NA,NA
"1:43",4,1118,41202,412,401202,117,2,5,1,1,406,NA,NA,18,1,1,5,3,2,2,2,NA,1,1,1,1,2,2,2,3,1,4,4,1,NA,NA,NA,1,10,2,1,1,2,2,NA,2,NA,0,0,NA,1,NA,NA,4,4,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,NA,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,7,4,NA,3,7,NA,1,NA,1,2,1,10,10,10,10,10,10,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,3,2,1,3,3,NA,NA,NA,NA,NA,5,NA,1,1,2,4,NA,1,2,1,3,NA,NA,NA,0,1,2,1,1,1,1,3,0,1,0,1,1,1,1,1,0,NA,NA,4,1,4,4,NA,1,2010,NA,NA,NA
"1:44",4,1390,41801,418,401801,142,1,3,1,1,407,NA,NA,28,2,2,4704,3,3,2,2,NA,1,2,NA,NA,NA,NA,NA,4,4,4,4,2,4,NA,NA,1,8,2,2,2,2,2,NA,2,NA,0,0,NA,3,NA,NA,4,2,6,5,6,5,4,4,4,7,3,5,5,7,5,6,5,6,4,NA,4,4,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,6,7,6,3,4,NA,1,NA,7,3,3,7,7,5,5,5,3,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,1,2,NA,NA,NA,NA,NA,11,NA,4,1,1,3,NA,1,2,3,3,NA,NA,NA,1,2,5,4,1,1,0,0,0,1,0,1,1,0,0,1,0,NA,NA,5,1,3,4,NA,2,2010,NA,NA,NA
"1:45",4,1300,41803,418,401803,134,2,5,1,1,407,NA,NA,46,2,2,13,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,1,4,4,4,NA,NA,3,4,2,2,2,2,2,NA,2,NA,0,0,NA,3,NA,NA,4,3,4,3,4,4,4,3,4,7,4,4,4,4,7,4,5,5,5,NA,4,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,4,5,4,3,4,NA,3,NA,3,5,5,4,5,4,4,1,1,2,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,NA,3,2,NA,NA,NA,NA,NA,12,NA,2,2,1,1,5,2,2,4,3,NA,NA,NA,3,2,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,5,2,4,4,NA,2,2010,NA,NA,NA
"1:46",4,805,40703,407,400703,86,2,5,1,1,404,NA,NA,43,1,2,5,2,2,1,1,0,3,1,1,1,2,2,2,2,2,1,2,2,NA,NA,NA,2,3,2,2,2,2,2,NA,2,NA,0,0,NA,3,NA,NA,2,2,4,2,3,1,2,5,5,3,2,6,2,2,2,2,3,4,4,NA,6,6,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,2,3,3,3,4,NA,3,NA,3,3,2,4,4,4,4,4,5,2,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,10,NA,4,2,1,1,4,2,2,4,2,NA,NA,NA,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,3,1,3,4,NA,1,2010,NA,NA,NA
"1:47",4,927,40703,407,400703,99,1,3,1,1,404,NA,NA,46,1,3,4,3,3,1,2,NA,3,1,1,1,1,1,2,3,4,3,4,4,NA,NA,NA,2,5,2,1,1,2,2,NA,1,NA,0,0,NA,3,NA,NA,3,3,4,6,1,5,5,4,4,7,5,4,6,7,4,4,5,5,5,NA,6,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,6,6,6,3,4,NA,2,NA,7,5,7,10,7,5,4,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,2,NA,NA,NA,NA,NA,9,NA,2,1,1,3,NA,1,2,2,2,NA,NA,NA,5,2,5,1,1,1,1,1,0,1,0,1,1,1,0,1,0,NA,NA,4,2,3,4,NA,1,2010,NA,NA,NA
"1:48",4,1273,41801,418,401801,132,2,5,1,1,407,NA,NA,25,2,1,18,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,4,4,NA,4,4,4,NA,NA,1,5,2,2,2,2,2,NA,2,NA,0,0,NA,1,NA,NA,4,4,5,4,4,5,4,4,4,7,5,4,5,NA,7,5,6,5,4,NA,5,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,7,6,7,3,2,NA,2,NA,1,2,7,5,5,1,10,1,1,2,0,0,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,0,NA,1,2,1,3,NA,NA,NA,NA,NA,NA,3,NA,5,1,5,5,NA,2,2,4,3,NA,NA,NA,2,2,5,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NA,NA,7,2,5,4,NA,2,2010,NA,NA,NA
"1:49",4,1476,42102,421,402102,152,2,5,1,1,409,NA,NA,19,2,1,NA,2,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,NA,NA,1,1,2,2,2,2,2,NA,2,NA,0,0,NA,3,NA,NA,4,2,6,5,4,6,5,5,4,7,6,4,5,7,4,5,4,6,5,NA,5,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,7,5,3,1,4,NA,2,NA,1,1,7,NA,4,NA,3,NA,NA,2,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,2,2,NA,NA,NA,NA,NA,3,NA,2,1,1,5,NA,1,2,3,2,NA,NA,NA,1,2,5,4,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,7,2,5,4,NA,2,2010,NA,NA,NA
"1:50",4,518,40401,404,400401,55,1,2,1,1,403,NA,NA,24,2,1,1,2,NA,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,1,1,4,4,NA,NA,1,10,2,2,2,2,2,NA,2,NA,0,0,NA,1,NA,NA,1,1,NA,6,7,6,6,6,3,7,7,7,7,7,7,2,6,6,4,NA,7,7,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,3,6,3,2,3,NA,2,NA,6,5,1,5,5,5,4,1,1,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,NA,NA,NA,NA,NA,NA,6,NA,1,1,5,3,NA,2,2,2,2,NA,NA,NA,0,2,5,1,1,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,3,1,5,4,NA,2,2010,NA,NA,NA
"1:51",4,843,40706,407,400706,89,2,5,1,1,404,NA,NA,43,1,2,18,2,3,2,2,NA,3,2,NA,NA,NA,NA,NA,2,3,3,3,3,NA,NA,NA,2,3,2,2,2,2,2,NA,2,NA,0,0,NA,2,NA,NA,2,2,3,3,3,4,4,4,3,4,3,3,3,3,3,4,3,3,4,NA,3,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,NA,3,3,4,3,3,3,3,2,1,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2,1,1,1,2,NA,NA,NA,NA,NA,10,NA,2,2,1,1,4,2,2,2,2,NA,NA,NA,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,5,1,3,4,NA,1,2010,NA,NA,NA
"1:52",4,1278,41802,418,401802,133,2,5,1,1,407,NA,NA,24,1,1,3,3,3,2,2,NA,2,1,1,2,2,2,2,4,4,4,4,4,NA,NA,NA,1,8,2,1,1,2,2,NA,2,NA,0,0,NA,1,NA,NA,4,2,3,4,4,6,7,6,6,7,7,7,5,7,5,4,3,4,4,NA,6,6,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,6,6,6,3,5,NA,2,NA,6,3,3,5,5,5,5,3,2,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,1,3,2,NA,NA,NA,NA,NA,12,NA,4,1,1,3,NA,2,1,3,3,NA,NA,NA,0,2,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,6,1,3,4,NA,1,2010,NA,NA,NA
"1:53",4,900,40603,406,400603,96,1,4,1,1,404,NA,NA,43,1,1,57,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,2,3,4,4,NA,NA,NA,4,9,2,1,1,2,2,NA,2,NA,0,0,NA,3,NA,NA,3,3,1,4,4,3,6,3,4,7,4,4,5,7,5,3,5,6,5,NA,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,4,5,4,4,6,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,2,2,2,NA,NA,NA,NA,NA,10,NA,2,1,1,1,2,2,2,1,2,NA,NA,NA,2,2,4,1,1,0,1,1,0,1,0,1,1,0,0,1,0,NA,NA,6,1,4,4,NA,1,2010,NA,NA,NA
"1:54",4,244,40101,401,400101,28,1,1,1,1,401,NA,NA,26,1,1,5,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,2,4,3,4,4,NA,NA,NA,1,6,2,1,1,2,2,NA,1,NA,0,0,NA,2,NA,NA,3,3,5,5,5,5,6,5,6,7,5,4,5,5,4,5,5,5,6,NA,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,5,6,5,4,5,NA,2,NA,3,1,1,4,5,3,4,2,2,1,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,3,3,NA,NA,NA,NA,NA,16,NA,3,1,1,1,1,2,2,1,2,NA,NA,NA,0,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,NA,NA,3,1,4,4,NA,1,2010,NA,NA,NA
"1:55",4,1223,41603,416,401603,127,1,4,1,1,406,NA,NA,27,1,1,5,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,3,3,4,3,4,NA,NA,NA,2,10,2,2,2,2,2,NA,2,NA,0,0,NA,2,NA,NA,4,1,4,6,5,4,4,4,3,7,5,NA,7,5,NA,2,3,4,4,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,5,7,5,4,3,NA,2,NA,3,1,1,6,7,1,1,1,1,2,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,2,4,NA,NA,NA,NA,NA,NA,5,NA,4,1,4,2,2,2,2,2,2,NA,NA,NA,2,2,5,2,1,0,1,0,0,0,0,1,1,0,0,1,0,NA,NA,4,2,4,4,NA,1,2010,NA,NA,NA
"1:56",4,996,40902,409,400902,106,2,5,1,1,406,NA,NA,53,2,1,4,2,2,2,1,0,3,2,NA,NA,NA,NA,NA,4,2,4,4,4,4,NA,NA,2,10,2,1,1,2,2,NA,2,NA,0,0,NA,1,NA,NA,4,2,4,4,4,3,3,4,3,7,7,7,6,7,4,6,6,5,4,NA,6,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,7,7,3,2,3,NA,2,NA,5,5,6,6,6,6,6,6,1,1,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,1,1,2,NA,NA,NA,NA,NA,0,NA,2,1,5,1,4,2,2,4,3,NA,NA,NA,5,1,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,3,1,4,4,NA,2,2010,NA,NA,NA
