"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2","q1","nationality","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","l1","prot3","prot4","jc10","jc13","jc15a","vic1ext","vic1exta","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b21","b21a","b32","b17","b37","b47a","b15","b50","b60","epp3","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","e5","e16","d1","d2","d3","d4","d5","d6","dem11","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar7","vb1","inf1","vb2","vb10","pol1","vb20","soc1","soc4","soc5","soc8","soc9","for5","for6b","for7b","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","colorr","sexi","colori","formatq","sex","year","fecha","lib1","lib4"
"2:767",2,296,1705,217,201705,164,2,5,1,1,205,2,38,2,2,1,5,3,3,2,2,4,2,4,4,4,1,6,2,NA,NA,2,2,2,NA,2,0,0,2,2,2,2,2,5,7,NA,NA,7,7,7,6,7,6,5,7,7,7,5,5,6,NA,NA,4,1,3,1,2,2,3,NA,6,6,6,4,2,2,10,6,4,4,4,4,1,1,NA,0,0,0,NA,NA,NA,NA,0,0,2,NA,1,2,1,1,1,2,3,2,1,3,NA,2,2,4,1,NA,NA,1,2,2,5,NA,1,1,5,5,NA,1,2,1,NA,3,6,2,6,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,2,6,4,2,2017,"2017-03-12",1,2
"2:768",2,931,117,201,200117,62,2,5,1,1,201,2,58,2,2,1,27,2,3,2,3,1,2,4,4,1,2,6,1,1,1,NA,NA,2,NA,2,0,0,4,2,2,2,2,2,6,5,3,4,7,3,4,2,5,1,3,4,5,6,5,6,4,6,1,3,4,3,4,3,4,6,4,5,3,2,4,2,5,2,5,3,1,1,3,1,2,0,0,0,NA,NA,NA,NA,NA,0,1,2,2,2,1,1,1,2,4,3,1,2,1,3,1,7,2,4,NA,NA,2,2,2,1,1,1,5,5,NA,2,2,3,1,5,13,5,7,2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,6,1,4,4,2,2017,"2017-03-18",1,1
"2:769",2,954,1006,210,201006,219,2,5,1,1,206,3,26,1,2,1,5,3,2,1,3,4,3,3,4,NA,3,7,2,NA,1,NA,1,2,NA,2,0,0,4,1,1,1,3,5,6,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,6,5,5,5,4,3,4,5,5,5,4,5,6,4,1,7,8,8,7,7,8,8,3,2,0,0,0,NA,1,NA,NA,NA,0,1,3,1,2,1,1,1,2,3,4,1,2,2,3,1,10,1,1,NA,3,2,2,12,1,4,1,5,1,4,1,1,1,3,1,8,4,0,2,1,1,1,0,1,3,1,1,1,1,1,1,0,1,1,1,3,2,4,4,1,2017,"2017-03-04",3,1
"2:770",2,131,901,209,200901,95,2,5,1,1,203,2,18,1,2,1,59,1,1,2,3,1,4,4,4,NA,1,6,2,NA,NA,1,2,2,NA,2,1,0,3,3,3,3,4,5,6,5,6,5,7,4,5,4,3,4,5,5,6,6,3,4,5,4,4,3,3,4,3,4,2,3,6,4,5,3,3,2,9,7,5,6,6,8,7,7,1,1,1,0,NA,0,NA,NA,NA,0,1,3,2,2,2,2,2,2,2,3,3,1,1,1,1,4,3,2,1,2,1,1,9,1,1,1,1,2,3,2,2,2,1,1,7,1,0,3,4,4,1,0,1,3,1,1,1,1,1,1,0,1,1,0,7,1,3,4,1,2017,"2017-02-18",1,1
"2:771",2,510,609,206,200609,203,2,5,1,1,206,3,55,1,2,1,13,3,1,1,4,2,2,1,3,NA,3,6,2,NA,1,NA,2,2,NA,1,0,0,1,3,2,4,1,2,4,3,3,6,7,5,6,4,4,4,5,5,4,3,4,5,5,6,3,4,5,3,2,3,5,5,6,4,2,6,3,1,1,1,3,4,3,4,6,1,2,0,0,0,0,0,NA,NA,0,0,2,NA,2,2,1,1,1,2,4,4,1,1,2,1,2,7,3,4,2,4,2,2,5,0,2,1,1,1,4,2,2,1,1,2,5,0,2,2,4,1,1,0,1,2,1,1,1,0,1,1,1,1,1,1,5,2,4,4,1,2017,"2017-03-15",1,2
"2:772",2,1227,602,206,200602,198,2,5,1,1,206,3,48,1,2,2,70,2,2,2,3,4,3,4,3,NA,3,4,2,NA,2,NA,1,1,4,1,1,0,2,3,2,2,3,4,2,2,2,7,7,4,5,2,2,2,5,5,3,4,3,4,4,4,2,3,4,3,3,3,5,2,5,5,4,6,3,1,5,5,5,5,5,3,3,2,2,1,1,0,1,0,0,0,0,0,1,3,1,1,1,1,1,1,2,3,3,2,1,2,1,4,1,2,2,2,2,2,13,1,4,1,5,1,3,2,2,3,2,2,8,1,6,2,2,2,1,0,1,2,1,1,1,1,1,1,1,1,1,1,3,2,4,4,1,2017,"2017-02-25",1,1
"2:773",2,25,1705,217,201705,271,2,5,1,1,205,2,47,1,2,1,13,2,2,2,4,4,3,3,4,NA,1,7,1,2,1,NA,2,2,NA,1,0,0,1,3,3,4,4,2,1,1,1,1,7,1,7,1,3,1,4,1,4,7,1,3,5,7,1,3,5,2,2,3,4,7,7,7,3,7,3,1,10,10,5,8,4,10,10,1,1,1,0,0,0,0,NA,NA,0,0,1,2,2,1,1,1,1,2,4,3,3,3,1,2,1,4,3,2,2,3,2,2,8,2,5,1,5,1,4,2,2,2,2,2,4,0,2,2,5,1,1,0,1,2,1,1,1,1,1,1,1,1,1,0,4,2,5,4,1,2017,"2017-04-26",2,2
"2:774",2,604,920,209,200920,212,2,5,1,1,206,2,55,1,2,1,5,3,1,1,2,2,4,1,4,NA,3,4,2,NA,1,NA,2,2,NA,1,0,0,1,3,1,3,1,4,7,5,5,7,7,6,7,5,3,5,6,7,7,7,5,6,7,7,7,3,3,3,2,3,3,1,6,1,7,7,3,1,10,1,10,10,10,10,10,1,1,0,0,0,NA,0,NA,0,NA,0,1,3,2,2,1,1,1,2,3,3,1,3,1,3,1,7,1,2,1,3,2,2,6,2,2,1,77,5,NA,2,2,2,1,2,4,0,3,2,1,2,1,1,1,3,1,1,1,1,1,0,1,1,1,1,5,2,3,4,1,2017,"2017-02-28",2,1
"2:775",2,1149,919,209,200919,207,2,5,1,1,206,3,28,1,2,2,23,3,3,1,2,3,3,3,4,NA,3,6,2,NA,1,NA,2,1,1,2,1,1,3,2,2,2,3,1,5,1,1,7,7,1,4,4,3,3,1,4,4,4,3,4,4,7,1,5,4,3,3,3,4,1,7,4,1,7,3,2,10,10,5,10,6,10,1,1,1,1,1,0,NA,0,NA,1,0,0,1,2,1,1,1,1,1,1,3,3,2,1,2,1,2,12,1,5,1,NA,2,2,12,2,2,1,5,1,2,2,2,4,1,2,5,2,2,7,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,4,4,1,2017,"2017-05-01",1,1
"2:776",2,1502,1301,213,201301,110,2,5,1,1,203,2,45,1,2,1,5,3,1,2,2,1,2,2,4,NA,2,6,2,NA,NA,1,2,2,NA,1,0,0,2,3,3,3,4,4,5,5,4,5,4,3,6,4,2,2,2,2,3,3,3,4,5,5,3,2,3,2,2,3,3,3,4,4,3,3,3,1,5,8,7,7,7,6,4,1,2,1,0,0,0,0,NA,NA,NA,0,2,NA,1,2,1,1,2,2,2,3,1,3,2,2,1,1,1,2,NA,3,2,2,NA,8,2,1,5,1,4,2,2,1,1,1,5,2,0,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,0,7,2,3,4,1,2017,"2017-04-01",2,1
"2:777",2,627,10105,201,200101,19,1,1,1,1,201,1,20,2,2,2,4,3,3,2,2,1,4,4,4,4,3,3,2,NA,1,NA,2,2,NA,2,1,0,2,1,1,1,4,3,5,4,5,6,7,6,7,6,2,1,3,5,7,6,2,5,4,4,2,3,NA,2,2,3,3,5,6,5,1,3,NA,1,3,10,8,7,4,6,1,1,1,0,0,0,NA,0,NA,NA,NA,1,1,1,2,1,2,1,2,2,4,1,1,3,1,3,1,12,3,2,NA,NA,2,2,6,2,2,1,1,1,NA,2,1,3,3,1,2,1,1,2,4,2,0,0,1,0,0,0,0,1,1,0,0,1,0,1,5,2,3,4,2,2017,"2017-03-28",3,1
"2:778",2,1077,1805,218,201805,173,1,4,1,1,205,2,28,2,2,1,4,3,3,2,3,4,2,4,4,4,3,4,2,NA,NA,1,1,2,NA,1,0,0,3,3,2,2,1,3,NA,NA,6,2,7,6,7,6,4,3,5,4,7,3,2,7,6,4,6,3,3,1,NA,3,3,5,3,4,2,3,2,1,8,9,7,6,5,10,4,8,1,0,0,0,NA,NA,NA,NA,NA,0,1,3,2,1,2,1,2,2,4,4,4,3,2,3,2,10,3,2,2,2,2,2,1,0,4,1,1,5,NA,2,NA,3,2,3,4,3,7,2,4,3,0,0,1,0,0,0,0,1,1,0,0,0,NA,1,5,2,6,4,2,2017,"2017-03-25",2,2
"2:779",2,1190,1413,214,201413,132,1,4,1,1,203,3,23,2,2,1,5,2,2,2,2,4,3,4,4,4,1,5,2,NA,2,NA,2,2,NA,2,0,0,1,2,2,4,2,5,6,7,6,4,7,6,5,4,5,3,6,4,4,5,4,6,4,7,1,2,2,2,2,2,2,4,5,4,3,4,2,1,6,6,7,4,4,5,6,1,2,0,0,0,NA,NA,NA,NA,NA,0,2,NA,2,2,1,1,2,2,4,1,NA,3,1,3,1,12,1,2,NA,2,2,2,13,0,2,1,5,5,NA,2,2,3,2,5,6,4,2,3,4,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,5,1,5,4,2,2017,"2017-03-20",2,2
"2:780",2,475,10802,201,200108,43,1,1,1,1,201,1,56,2,2,2,14,3,3,2,3,3,2,4,4,4,4,3,2,NA,NA,1,2,2,NA,1,0,0,3,2,3,1,3,3,5,6,3,2,7,4,5,1,3,1,2,1,3,5,2,2,3,6,2,3,3,3,2,3,4,6,6,3,2,4,3,1,10,10,8,5,4,3,1,6,1,0,0,0,NA,NA,NA,0,NA,0,2,NA,2,1,1,1,1,2,4,3,4,3,2,2,2,13,1,2,NA,NA,2,2,4,0,3,1,1,7,NA,2,2,2,3,6,3,0,5,2,4,2,1,0,1,1,1,1,0,1,1,0,1,1,0,1,3,1,4,4,2,2017,"2017-03-18",1,1
"2:781",2,1105,10103,201,200101,11,1,1,1,1,201,1,34,1,2,1,5,2,2,2,3,3,4,4,4,NA,3,2,2,NA,NA,1,1,1,1,1,0,0,2,3,3,4,3,3,5,5,5,7,7,5,5,4,4,4,4,5,6,5,4,5,5,4,4,3,3,2,3,2,2,2,7,5,4,3,3,NA,10,10,5,10,8,6,8,8,1,0,0,0,NA,0,NA,NA,NA,0,1,3,2,2,2,1,2,2,4,1,3,1,1,2,1,5,2,2,NA,NA,2,2,12,0,5,1,1,1,2,2,2,1,2,1,4,0,0,NA,1,2,1,0,1,0,0,0,0,1,0,0,0,1,1,1,8,1,4,4,1,2017,"2017-03-12",1,1
"2:782",2,1027,116,201,200116,60,1,1,1,1,201,2,20,2,2,2,27,2,2,2,3,1,4,4,4,4,2,6,2,NA,NA,1,2,2,NA,1,0,0,3,3,3,3,3,3,5,4,3,6,7,5,5,4,2,3,3,4,4,4,4,5,5,6,4,3,3,3,3,3,3,4,6,5,4,6,3,1,4,9,9,4,4,4,8,8,2,0,0,0,0,NA,NA,NA,NA,0,1,2,2,2,1,1,2,2,2,3,1,1,1,1,1,1,2,2,2,2,2,2,11,2,2,1,1,4,NA,2,1,1,2,1,6,0,0,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,4,1,4,4,2,2017,"2017-03-24",1,1
"2:783",2,1040,920,209,200920,210,1,2,1,1,206,2,63,1,2,1,1,3,3,1,3,1,2,1,3,NA,1,10,2,NA,1,NA,2,2,NA,2,1,1,3,2,1,1,1,2,4,3,4,2,5,4,6,3,5,2,3,5,1,4,3,2,4,5,3,3,3,3,2,2,2,5,3,2,4,3,1,2,6,7,7,9,7,7,3,1,1,0,0,0,1,0,NA,0,0,0,1,2,1,1,1,1,1,2,3,4,1,1,2,1,2,7,1,2,3,1,2,2,1,0,2,1,5,1,4,2,1,3,3,2,6,3,2,3,5,2,1,0,1,0,0,0,0,1,1,0,0,1,0,1,4,1,4,4,1,2017,"2017-02-27",2,1
"2:784",2,1162,10802,201,200108,43,1,1,1,1,201,1,43,1,2,1,57,3,3,1,3,1,3,3,3,NA,3,9,2,NA,NA,2,2,2,NA,2,1,1,2,3,3,2,1,4,6,5,6,5,7,4,5,4,6,4,5,6,4,3,5,4,6,3,3,3,3,3,2,2,3,4,5,6,5,4,2,2,7,5,8,7,5,6,4,3,2,0,1,0,NA,0,NA,NA,NA,0,2,NA,1,1,1,1,1,1,2,2,1,2,1,2,1,4,1,2,1,1,2,2,5,0,1,1,5,1,2,2,2,3,3,2,2,0,3,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,4,2,3,4,1,2017,"2017-03-18",1,1
"2:785",2,405,609,206,200609,201,1,4,1,1,206,3,28,1,2,1,5,3,3,1,5,4,4,4,4,NA,1,2,2,NA,NA,1,2,2,NA,2,0,0,1,3,2,3,3,7,6,4,6,7,7,7,6,5,4,4,7,6,7,7,5,6,6,7,5,2,3,3,2,3,2,6,6,5,7,6,2,2,7,9,6,7,5,6,5,5,2,0,0,0,0,NA,NA,NA,NA,0,1,2,1,2,1,2,1,2,2,3,1,3,1,2,1,4,1,2,NA,3,1,2,9,1,5,1,5,3,NA,2,2,4,2,1,12,6,1,NA,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,7,2,4,4,1,2017,"2017-03-14",1,1
"2:786",2,1017,701,207,200701,80,1,3,1,1,203,2,47,1,2,1,13,2,2,2,1,3,4,3,4,NA,1,10,2,NA,2,NA,2,2,NA,2,0,0,2,2,2,4,2,4,5,4,5,7,7,5,5,2,1,1,4,6,5,4,3,5,5,5,1,1,4,3,2,3,3,4,7,5,1,1,3,1,1,1,2,5,2,2,3,1,2,0,0,0,NA,0,NA,NA,NA,0,2,NA,2,2,1,1,1,2,4,3,3,1,2,3,2,2,1,4,2,4,2,2,13,4,2,1,1,2,4,2,2,2,2,2,5,0,3,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,4,2,4,4,1,2017,"2017-04-03",1,1
"2:787",2,174,920,209,200920,210,1,2,1,1,206,2,32,2,2,1,70,3,2,NA,3,1,2,1,4,2,3,2,2,NA,1,NA,2,2,NA,2,0,0,4,3,3,3,2,4,6,3,4,6,7,5,6,4,3,1,5,1,5,7,5,3,2,4,2,3,3,2,2,3,5,3,6,3,1,5,1,1,7,9,5,7,5,6,1,1,2,0,0,0,NA,NA,NA,0,0,0,1,1,1,2,1,1,1,2,3,3,1,3,2,1,1,4,1,4,3,2,2,2,11,0,1,1,5,3,NA,1,2,3,3,2,5,2,2,2,2,2,1,0,1,2,0,1,1,1,1,0,1,1,1,1,3,1,4,4,2,2017,"2017-02-27",1,1
"2:788",2,378,2202,222,202202,246,1,4,1,1,206,3,61,1,2,1,5,3,2,1,2,4,4,2,1,NA,3,10,2,NA,NA,1,1,2,NA,2,1,0,4,3,3,4,1,4,2,2,4,3,7,7,5,3,1,4,1,7,7,6,5,7,6,7,5,4,5,2,1,4,4,6,5,4,2,4,4,2,5,6,4,5,6,7,2,1,1,0,0,0,NA,0,NA,NA,NA,0,1,1,1,2,1,1,1,2,3,3,1,1,2,1,2,4,3,2,3,3,2,2,0,1,5,1,1,1,1,2,2,3,2,2,3,0,5,2,5,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,4,2,4,4,1,2017,"2017-03-17",1,3
"2:789",2,1198,1001,210,201001,213,1,3,1,1,206,2,27,1,2,1,5,3,2,2,2,4,4,4,4,NA,1,5,2,NA,NA,1,1,2,NA,1,0,0,2,3,3,2,2,5,5,4,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,3,2,2,2,3,5,6,6,5,6,2,1,4,5,5,4,4,4,4,5,1,0,0,0,0,0,NA,0,NA,1,1,3,2,2,1,1,2,2,2,1,2,3,1,3,1,1,1,2,NA,2,2,2,12,4,4,2,1,1,4,2,2,2,2,1,3,0,0,2,1,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,3,1,4,4,1,2017,"2017-03-07",1,2
"2:790",2,1416,1212,212,201212,229,1,4,1,1,206,3,21,1,2,1,23,3,3,2,4,1,4,4,4,NA,1,3,2,NA,NA,1,1,2,NA,1,0,1,2,3,2,4,3,4,5,2,1,1,7,4,7,4,2,2,4,3,4,6,4,3,3,6,3,3,5,3,2,3,4,7,5,3,7,4,3,2,8,10,5,9,2,2,5,1,2,1,0,0,0,0,NA,0,NA,0,2,NA,1,2,1,1,1,2,3,3,3,2,2,3,1,4,1,2,2,NA,2,2,12,4,3,1,1,2,4,2,1,2,1,1,5,0,0,7,2,2,1,0,1,3,1,1,1,1,1,1,1,1,1,1,4,1,5,4,1,2017,"2017-03-02",3,3
"2:791",2,383,1311,213,201311,116,1,4,1,1,203,3,45,2,2,3,17,3,3,2,3,4,2,2,4,2,3,5,2,NA,NA,NA,NA,2,NA,2,1,0,2,3,2,2,1,4,6,6,4,5,7,6,4,3,5,3,5,6,4,5,2,5,3,3,2,2,3,2,3,2,4,2,3,3,2,3,NA,1,5,4,4,3,5,6,4,8,NA,0,0,0,NA,0,NA,0,0,0,1,2,1,2,1,1,1,2,4,2,NA,3,2,3,2,5,1,2,NA,NA,2,2,9,NA,2,1,5,1,4,2,2,3,3,2,6,2,3,2,5,2,0,0,1,0,0,0,0,1,1,0,0,1,0,1,4,2,4,4,2,2017,"2017-04-19",2,1
"2:792",2,1507,10802,201,200108,42,1,1,1,1,201,1,18,2,2,2,15,2,2,2,2,4,4,4,4,4,1,5,2,NA,NA,1,2,2,NA,2,1,0,3,2,2,2,4,2,7,3,2,4,7,3,4,2,3,2,3,4,3,5,3,2,3,3,3,3,4,2,2,3,2,4,5,6,2,4,3,2,8,2,6,9,3,3,3,2,2,0,0,0,NA,NA,NA,NA,NA,0,1,3,2,1,2,1,2,2,2,1,1,3,1,1,2,4,1,2,2,2,2,2,11,1,5,1,5,3,NA,2,2,2,2,1,4,0,0,2,1,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,5,1,4,4,2,2017,"2017-03-10",3,2
"2:793",2,68,1705,217,201705,161,1,4,1,1,205,2,23,1,2,1,22,3,2,2,2,1,2,2,3,NA,1,10,2,NA,NA,1,1,2,NA,2,1,1,2,3,3,3,2,3,6,5,6,7,7,6,6,6,5,5,5,7,7,7,6,7,6,6,3,2,3,2,2,2,2,5,6,6,6,5,2,2,6,9,8,7,5,3,4,3,2,0,0,0,NA,0,NA,0,NA,0,1,1,NA,1,1,1,1,2,2,4,1,3,1,3,1,12,2,2,NA,4,1,1,11,1,2,1,1,1,2,2,1,1,2,1,5,1,0,2,2,2,1,0,1,0,0,1,0,1,1,1,1,1,1,NA,4,2,5,4,1,2017,"2017-03-14",1,1
"2:794",2,909,10107,201,200101,27,1,1,1,1,201,1,53,2,2,1,57,3,3,1,2,1,4,4,4,4,1,6,2,NA,1,NA,2,2,NA,2,0,0,2,3,2,3,4,3,2,3,2,6,7,2,3,2,1,1,1,3,3,2,1,3,2,4,2,5,5,3,3,2,2,5,6,6,3,2,3,2,7,2,3,7,3,2,8,1,2,0,0,0,0,0,0,0,NA,0,2,NA,1,2,1,1,1,2,1,4,2,1,1,3,1,2,1,1,NA,3,2,2,18,1,2,1,1,1,1,2,2,2,3,1,4,0,1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,8,2,4,4,2,2017,"2017-03-01",1,1
"2:795",2,898,10102,201,200101,253,1,1,1,1,201,1,24,2,2,2,57,3,1,2,3,1,4,2,4,4,2,2,2,NA,NA,2,2,2,NA,1,1,1,2,3,1,4,4,3,6,4,5,7,7,5,7,6,3,4,5,7,7,7,5,7,6,5,3,3,3,2,1,2,5,7,7,6,2,4,3,2,6,7,2,7,3,9,1,7,2,0,0,0,0,NA,NA,0,NA,0,1,3,1,2,2,1,1,2,2,4,1,3,1,3,1,4,2,4,NA,2,2,2,9,NA,2,1,5,3,NA,2,1,3,2,3,6,2,1,2,3,2,1,0,1,0,0,0,0,1,1,0,0,1,1,1,8,1,4,4,2,2017,"2017-05-02",3,1
"2:796",2,799,1404,214,201404,128,1,4,1,1,203,3,18,2,2,4,57,2,2,2,2,1,3,4,4,4,2,3,2,NA,2,NA,2,2,NA,2,0,0,2,2,2,4,2,5,4,3,3,4,7,6,6,3,2,3,6,3,4,3,4,3,5,7,2,2,2,3,2,2,5,6,5,5,2,3,2,1,6,6,4,5,3,3,2,1,2,0,0,0,0,NA,NA,NA,NA,0,2,NA,NA,2,1,1,1,2,4,1,NA,3,2,3,2,2,1,2,NA,NA,2,2,10,0,2,1,1,5,NA,2,2,3,3,2,8,2,0,3,1,4,1,1,1,0,0,1,0,1,1,1,1,1,0,1,5,1,5,4,2,2017,"2017-03-02",2,2
"2:797",2,5,10106,201,200101,23,1,1,1,1,201,1,41,2,2,2,57,2,2,2,2,1,2,4,4,4,3,NA,2,NA,2,NA,2,2,NA,2,1,0,3,1,1,1,1,3,5,4,3,3,7,2,2,3,1,2,2,2,4,5,4,3,3,5,1,3,3,3,3,3,3,7,7,4,2,3,3,1,6,5,4,6,5,5,7,1,2,0,0,0,0,NA,NA,NA,0,0,1,2,1,1,1,1,1,2,3,3,1,1,2,1,1,4,3,2,NA,4,2,2,6,1,2,1,1,5,NA,2,1,4,2,5,3,0,2,NA,2,4,1,0,1,0,0,0,0,1,0,0,0,1,0,1,3,2,3,4,2,2017,"2017-03-07",2,1
"2:798",2,109,710,207,200710,83,1,4,1,1,203,3,23,2,2,1,1,3,2,2,2,1,4,4,4,4,1,5,2,NA,NA,2,2,2,NA,2,0,0,2,2,2,2,2,6,5,5,5,4,7,5,6,5,3,2,6,3,5,3,6,5,6,7,2,2,3,3,3,4,5,5,7,5,1,3,1,1,1,8,5,6,5,5,4,1,2,0,0,0,NA,NA,NA,NA,NA,0,2,NA,2,2,1,1,1,2,2,4,1,3,2,3,2,2,2,2,NA,NA,2,2,11,0,2,1,1,4,NA,2,2,2,3,1,3,0,0,3,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,5,1,5,4,2,2017,"2017-04-05",2,2
"2:799",2,939,502,205,200502,185,1,4,1,1,206,2,22,2,2,1,1,3,2,2,2,1,1,4,4,4,3,2,2,NA,NA,NA,NA,2,NA,2,1,0,3,1,1,1,4,4,6,5,6,7,7,5,6,4,4,4,6,6,5,5,5,5,4,7,4,2,3,2,2,3,4,5,7,4,5,5,2,2,8,9,7,9,7,8,1,1,2,0,0,0,0,NA,NA,0,NA,1,1,1,1,2,1,1,1,2,2,2,3,3,1,3,1,1,1,2,NA,2,2,2,9,4,2,1,5,5,NA,2,2,4,3,5,7,3,2,7,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,7,2,4,4,2,2017,"2017-02-18",1,1
"2:800",2,767,10102,201,200101,7,1,1,1,1,201,1,60,2,2,1,70,2,2,2,2,1,4,4,4,4,2,10,2,NA,NA,1,2,2,NA,2,1,0,3,3,2,3,1,4,6,3,5,7,7,3,6,2,4,1,5,7,2,2,6,3,5,4,2,2,3,2,2,2,2,6,3,5,2,2,3,2,2,8,2,4,2,3,5,2,2,0,0,0,0,NA,NA,NA,NA,0,2,NA,2,2,2,1,2,2,4,4,1,3,2,3,2,4,1,4,NA,NA,2,2,6,NA,2,1,1,2,4,1,2,2,2,6,2,0,4,2,5,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,3,1,4,4,2,2017,"2017-03-24",1,3
"2:801",2,1203,1204,212,201204,100,1,4,1,1,203,3,27,1,2,1,5,2,2,1,2,1,4,4,4,NA,1,4,2,NA,NA,1,2,2,NA,2,1,0,3,2,2,4,3,2,3,2,5,4,7,4,4,4,3,2,2,3,5,6,4,5,6,6,2,2,3,2,2,3,4,1,2,2,2,2,3,2,10,7,6,7,5,6,2,2,2,0,0,0,NA,0,NA,NA,NA,1,2,NA,2,2,1,1,2,2,4,4,1,1,1,1,2,4,1,2,NA,4,2,2,5,0,3,1,1,3,NA,1,1,3,2,1,6,0,0,3,4,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,4,1,3,4,1,2017,"2017-03-27",1,1
"2:802",2,855,1304,213,201304,112,1,4,1,1,203,3,66,2,2,1,1,3,2,1,3,NA,4,3,4,4,3,5,2,NA,NA,1,2,1,1,2,0,0,1,3,3,3,3,2,7,2,3,5,7,3,5,NA,NA,NA,NA,4,2,3,4,4,NA,1,1,2,3,3,4,4,4,1,1,7,4,NA,4,2,7,7,5,4,NA,NA,1,1,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,1,2,1,1,1,2,4,4,1,1,2,1,2,NA,1,2,NA,NA,2,2,13,2,1,1,5,5,NA,2,2,3,2,NA,1,0,3,NA,5,4,NA,0,0,0,0,0,0,1,1,0,0,0,NA,1,5,1,5,4,2,2017,"2017-03-26",1,1
"2:803",2,897,501,205,200501,181,1,2,1,1,206,2,29,2,2,1,5,2,2,2,2,1,2,3,4,4,3,8,2,NA,1,NA,2,2,NA,1,0,1,3,2,2,1,1,4,5,5,6,5,7,3,6,4,4,5,5,4,6,6,5,6,5,6,5,2,5,2,2,2,3,3,4,5,5,5,2,2,8,10,8,7,8,9,5,2,2,0,0,0,0,NA,NA,NA,0,0,1,3,NA,1,1,1,1,2,3,3,1,3,2,1,2,4,3,4,3,3,2,2,7,2,1,1,5,5,NA,2,2,1,2,3,3,1,1,2,4,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,4,1,7,4,2,2017,"2017-02-14",1,1
"2:804",2,870,11502,201,200115,56,1,1,1,1,201,1,28,2,2,3,1,2,3,1,2,1,2,2,4,1,1,8,2,NA,2,NA,2,2,NA,2,0,0,3,2,3,2,3,4,3,5,4,4,7,4,4,4,5,3,3,4,5,5,4,5,4,6,3,3,3,3,2,3,3,4,5,4,5,3,3,1,6,8,6,5,6,4,2,1,2,0,0,0,NA,NA,NA,0,0,0,2,NA,2,1,1,1,1,2,3,2,1,3,2,2,1,1,1,4,NA,NA,2,2,6,1,1,1,1,5,NA,2,2,3,3,3,4,2,2,NA,5,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,7,1,4,4,2,2017,"2017-03-28",3,1
"2:805",2,1492,117,201,200117,61,1,1,1,1,201,2,19,1,2,1,21,3,3,2,5,2,4,3,4,NA,3,5,2,NA,NA,2,2,1,2,1,1,1,4,1,1,1,4,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,4,4,4,5,4,7,7,1,7,4,1,10,10,10,10,3,4,1,1,2,1,1,1,1,NA,NA,1,NA,0,1,1,1,1,2,1,2,2,4,4,4,3,1,3,1,11,3,2,2,2,2,2,12,4,4,2,1,2,2,2,1,3,3,1,7,1,0,7,2,4,1,1,1,0,1,0,0,1,1,1,1,1,0,1,4,2,3,4,1,2017,"2017-04-03",1,1
