,sex,age,read_write,head_house,home_dept,home_city,mex_port,trans_crossm,coyote_usd,first_state,first_city,second_state,second_city,long_state,long_city,us_entry,trans_crossu,reason,fellow_trav
2785,Mujer,28,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,22,2205,Tecún Umán,"Balsas (cámaras de llanta, tambos, maderos)",8000,Nuevo León,Monterrey (Nuevo León),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,2
2786,Hombre,30,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Ocotepeque,Sensenti,Gracias a Dios,Autobús o camioneta,27000,Chiapas,Chiapa de Corzo (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,56
2787,Hombre,22,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Ocotepeque,Fraternidad,Gracias a Dios,Automóvil/Motocicleta particular,60000,Sonora,Altar (Sonora),No especificado,No especificado,Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,No especificado
2788,Hombre,40,Sí,Sí,Vive en EUA,Vive en EUA,Tecún Umán,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Nuevo Laredo (Tamaulipas),Distrito Federal,No especificado,Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2789,Hombre,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,20,2005,El Ceibo,Lancha o embarcación en el río,23000,Tamaulipas,Nuevo Laredo (Tamaulipas),No especificado,No especificado,Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,3
2790,Hombre,30,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Ocotepeque,Sensenti,Gracias a Dios,Autobús o camioneta,54000,Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,280260017,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,10
2791,Hombre,34,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Gracias a Dios,909,La Mesilla,Autobús o camioneta,10500,Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),No especificado,No especificado,Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),Piedras Negras (Coahuila de Zaragoza),Ninguno (caminando o nadando),Buscar trabajo,2
2792,Hombre,23,Sí,No,La Paz,Chinacla,La Mesilla,Autobús o camioneta,60000,Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Heroica Matamoros (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,3
2793,Mujer,18,Sí,No,Ocotepeque,San Marcos,La Mesilla,Autobús o camioneta,25000,Chiapas,Chiapa de Corzo (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),No sabe,No sabe,No sabe,Ninguno (caminando o nadando),Buscar trabajo,7
2794,Mujer,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Gracias a Dios,911,La Mesilla,Autobús o camioneta,16000,Chiapas,Tuxtla Gutiérrez (Chiapas),Querétaro,Santiago de Querétaro (Querétaro),Sonora,Heroica Nogales (Sonora),Heroica Nogales (Sonora),Ninguno (caminando o nadando),Buscar trabajo,2
2795,Hombre,28,Sí,Sí,La Paz,1227,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Reynosa (Tamaulipas),No especificado,No especificado,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2796,Mujer,25,Sí,Sí,Intubucá,San Antonio,No especificado,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2797,Hombre,19,Sí,Sí,Intubucá,La Esperanza,No especificado,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2798,Mujer,26,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Valle,San Francisco de Coray,Gracias a Dios,Automóvil/Motocicleta particular,2000,Tamaulipas,Reynosa (Tamaulipas),No especificado,No especificado,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2799,Mujer,21,Sí,No,Gracias a Dios,911,La Mesilla,Autobús o camioneta,No especificado,Sonora,Altar (Sonora),No especificado,No especificado,Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,No especificado
2800,Hombre,37,Sí,Sí,La Paz,Santa Ana,El Carmen,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Sonora,Altar (Sonora),Chiapas,Arriaga (Chiapas),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Trabajar,Ninguna
2801,Hombre,28,Sí,Sí,Lempira,Cololaca,El Carmen,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chihuahua,Juárez (Chihuahua),No especificado,No especificado,Chihuahua,Juárez (Chihuahua),Juárez (Chihuahua),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2802,Hombre,20,Sí,No,La Paz,Cane,La Mesilla,Autobús o camioneta,75000,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2803,Hombre,32,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Ocotepeque,Fraternidad,Gracias a Dios,Automóvil/Motocicleta particular,28000,Sonora,San Luis Río Colorado (Sonora),No especificado,No especificado,Sonora,San Luis Río Colorado (Sonora),San Luis Río Colorado (Sonora),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2804,Hombre,30,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Ocotepeque,Sensenti,Gracias a Dios,Autobús o camioneta,20000,Chihuahua,Manuel Ojinaga (Chihuahua),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Chihuahua,Manuel Ojinaga (Chihuahua),Manuel Ojinaga (Chihuahua),Ninguno (caminando o nadando),Buscar trabajo,14
2805,Hombre,33,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,La Paz,San Juan,Tecún Umán,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Puebla,Heróica Puebla de Zaragoza (Puebla),Nuevo León,Monterrey (Nuevo León),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,3
2806,Hombre,23,Sí,Sí,Islas de la Bahía,1108,Tecún Umán,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Oaxaca,Oaxaca de Juárez (Oaxaca),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,2
2807,Mujer,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Gracias a Dios,Puerto Lempira,Gracias a Dios,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Reynosa (Tamaulipas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,2
2808,Hombre,22,Sí,No,La Paz,Mercedes de Oriente,La Mesilla,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),Miguel Alemán (Brecha 124 entre Kilómetro 15 y 16 Norte) (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,20
2809,Hombre,20,Sí,No,22,2212,Naranjo,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tabasco,Villahermosa (Tabasco),Tamaulipas,Nuevo Laredo (Tamaulipas),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,8
2810,Hombre,20,Sí,No,La Paz,Cane,La Mesilla,Ninguno (caminando o nadando),70000,Chiapas,Tuxtla Gutiérrez (Chiapas),Sonora,Altar (Sonora),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,13
2811,Hombre,31,Sí,No,Vive en EUA,Vive en EUA,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Sonora,Altar (Sonora),Chiapas,San Cristóbal de las Casas (Chiapas),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,2
2812,Hombre,31,Sí,Sí,La Paz,Santa Ana,El Carmen,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Frontera Comalapa (Chiapas),Sonora,Altar (Sonora),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2813,Hombre,38,Sí,Sí,Ocotepeque,Sensenti,La Mesilla,Ninguno (caminando o nadando),40000,Chiapas,Tuxtla Gutiérrez (Chiapas),Chihuahua,Manuel Ojinaga (Chihuahua),Chihuahua,Manuel Ojinaga (Chihuahua),Manuel Ojinaga (Chihuahua),Ninguno (caminando o nadando),Buscar trabajo,4
2814,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Olancho,Campamento,La Mesilla,Ninguno (caminando o nadando),60000,Puebla,Heróica Puebla de Zaragoza (Puebla),Sonora,Altar (Sonora),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,12
2815,Hombre,20,Sí,No,La Paz,Cane,La Mesilla,Autobús o camioneta,70000,Chiapas,Chiapa de Corzo (Chiapas),Sonora,Altar (Sonora),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,13
2816,Hombre,26,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,La Paz,Santa Ana,Toquián Grande,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Oaxaca,Oaxaca de Juárez (Oaxaca),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,5
2817,Hombre,22,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Valle,1712,Gracias a Dios,Automóvil/Motocicleta particular,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tuxtla Gutiérrez (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,3
2818,Hombre,27,Sí,Sí,Intubucá,La Esperanza,La Mesilla,Autobús o camioneta,60000,Oaxaca,Oaxaca de Juárez (Oaxaca),Puebla,Heróica Puebla de Zaragoza (Puebla),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,2
2819,Hombre,30,Sí,Sí,22,2213,La Mesilla,Autobús o camioneta,2500,Jalisco,Guadalajara (Jalisco),Chiapas,San Cristóbal de las Casas (Chiapas),Baja California,Tijuana (Baja California),Tijuana (Baja California),Ninguno (caminando o nadando),Buscar trabajo,2
2820,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,La Paz,Mercedes de Oriente,El Carmen,Triciclo/ Tuc Tuc/ Bicicleta,30000,Querétaro,Santiago de Querétaro (Querétaro),Chiapas,Arriaga (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,13
2821,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,La Mesilla,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde
2822,Mujer,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Atlántida,129,La Mesilla,Ninguno (caminando o nadando),11500,Chiapas,Tuxtla Gutiérrez (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Reunirse con familiares,5
2823,Hombre,30,Sí,Sí,Vive en EUA,Vive en EUA,El Carmen,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,México,No especificado,Sonora,Altar (Sonora),México,No especificado,Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,2
2824,Hombre,30,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,El Carmen,Autobús o camioneta,7000,Chiapas,Tuxtla Gutiérrez (Chiapas),Sonora,Heroica Nogales (Sonora),Sonora,Heroica Nogales (Sonora),Heroica Nogales (Sonora),Ninguno (caminando o nadando),Reunirse con familiares,2
2825,Hombre,19,Sí,No,La Paz,Mercedes de Oriente,No responde,No responde,6000,Distrito Federal,No especificado,Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,10
2826,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Islas de la Bahía,1106,Toquián Grande,Autobús o camioneta,No sabe,Chiapas,Comitán de Domínguez (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,9
2827,Hombre,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Gracias a Dios,917,Toquián Grande,Autobús o camioneta,40000,Oaxaca,Oaxaca de Juárez (Oaxaca),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,6
2828,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Intubucá,1019,La Mesilla,Ninguno (caminando o nadando),70000,Tamaulipas,Reynosa (Tamaulipas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,4
2829,Hombre,18,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Gracias a Dios,922,Toquián Grande,Autobús o camioneta,60000,Tamaulipas,Reynosa (Tamaulipas),Puebla,Heróica Puebla de Zaragoza (Puebla),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,6
2830,Hombre,28,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,No especificado,"Balsas (cámaras de llanta, tambos, maderos)",18000,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde
2831,Hombre,29,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,El Carmen,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Veracruz de Ignacio de la Llave,300300001,Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,5
2832,Mujer,18,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Reunirse con familiares,5
2833,Hombre,22,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,No sabe,Autobús o camioneta,No especificado,No sabe,No sabe,No sabe,No sabe,No sabe,No sabe,No sabe,Autobús o camioneta,Reunirse con familiares,No sabe
2834,Hombre,18,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,El Paraíso,Jacaleapa,Gracias a Dios,Autobús o camioneta,55000,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Lancha o embarcación en el río,Buscar trabajo,8
2835,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Reynosa (Tamaulipas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2836,Hombre,30,Sí,Sí,La Paz,1222,La Mesilla,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Reynosa (Tamaulipas),No especificado,No especificado,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2837,Hombre,42,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,Tecún Umán,Ninguno (caminando o nadando),4500,Sonora,Agua Prieta (Sonora),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Sonora,Agua Prieta (Sonora),Agua Prieta (Sonora),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2838,Hombre,31,Sí,Sí,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,8000,Nuevo León,Monterrey (Nuevo León),No especificado,No especificado,No especificado,No especificado,No especificado,Ninguno (caminando o nadando),Buscar trabajo,10
2839,Hombre,38,Sí,Sí,Vive en EUA,Vive en EUA,La Mesilla,Ninguno (caminando o nadando),3500,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Baja California,Mexicali (Baja California),Baja California,Mexicali (Baja California),Mexicali (Baja California),Ninguno (caminando o nadando),Buscar trabajo,6
2840,Hombre,20,Sí,No,Vive en EUA,Vive en EUA,Gracias a Dios,Ninguno (caminando o nadando),7500,Chiapas,Tuxtla Gutiérrez (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,6
2841,Hombre,38,Sí,Sí,Vive en EUA,Vive en EUA,El Carmen,Ninguno (caminando o nadando),43000,Chiapas,Tuxtla Gutiérrez (Chiapas),Tamaulipas,Heroica Matamoros (Tamaulipas),Tamaulipas,Heroica Matamoros (Tamaulipas),Heroica Matamoros (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,3
